[30-40),Work-class, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
[30-40),Work-class, 179488, 7, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1741, 40, United-States, 0
[50-60),Work-class, 236596, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, 1
[30-40),Work-class, 183916, 8, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 34, United-States, 0
[40-50),Work-class, 207578, 6, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 1977, 60, United-States, 1
[40-50),Work-class, 112763, 2, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, 1
[40-50),Work-class, 390781, 4, 13, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 171328, 11, 6, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 30, United-States, 0
[10-20),Work-class, 27382, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 259014, 7, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 20, United-States, 0
[40-50),Work-class, 303044, 8, 9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia, 1
[20-30),Work-class, 117789, 8, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 172579, 8, 9, Separated, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, 0
[40-50),Work-class, 187666, 5, 11, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, 0
[50-60),Work-class, 204518, 13, 4, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 150042, 4, 13, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 98092, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, 0
[10-20),Work-class, 245918, 10, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 12, United-States, 0
[50-60),Work-class, 146013, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 40, United-States, 0
[20-30),Work-class, 378322, 10, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 257295, 7, 10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 75, Thailand, 1
[60-70),Work-class, 21174, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 185480, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, 0
[30-40),Work-class, 222205, 8, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, 1
[60-70),Work-class, 69867, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[10-20),Work-class, 191260, 12, 5, Never-married, Other-service, Own-child, White, Male, 1055, 0, 24, United-States, 0
[50-60),Work-class, 30653, 3, 14, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2407, 0, 98, United-States, 0
[20-30),Work-class, 209109, 3, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 35, United-States, 0
[30-40),Work-class, 70377, 8, 9, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 477983, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 170924, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, 1
[30-40),Work-class, 190174, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 193787, 7, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 279472, 7, 10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 7298, 0, 48, United-States, 1
[20-30),Work-class, 34918, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 15, Germany, 0
[40-50),Work-class, 97688, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, 1
[30-40),Work-class, 175413, 6, 12, Divorced, Sales, Unmarried, Black, Female, 0, 0, 45, United-States, 0
[60-70),Work-class, 173960, 4, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 42, United-States, 0
[20-30),Work-class, 205759, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 425161, 3, 14, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 40, United-States, 1
[40-50),Work-class, 220531, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, 1
[50-60),Work-class, 176609, 7, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 371987, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 193884, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Ecuador, 0
[30-40),Work-class, 200352, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 127595, 8, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 220419, 4, 13, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 56, United-States, 0
[20-30),Work-class, 231931, 7, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 248402, 4, 13, Never-married, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 111095, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 16, United-States, 0
[30-40),Work-class, 57424, 4, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 60, United-States, 0
[20-30),Work-class, 278130, 8, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 169469, 8, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 80, United-States, 0
[40-50),Work-class, 146268, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 40, United-States, 1
[20-30),Work-class, 153718, 7, 10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 217460, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, 1
[50-60),Work-class, 238638, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 4386, 0, 40, United-States, 1
[20-30),Work-class, 303296, 7, 10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Laos, 0
[40-50),Work-class, 173321, 8, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 193945, 6, 12, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 83082, 6, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 33, United-States, 0
[30-40),Work-class, 193815, 6, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 34987, 7, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 54, United-States, 1
[20-30),Work-class, 59306, 4, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 142897, 3, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 7298, 0, 35, Taiwan, 1
[30-40),Work-class, 205607, 4, 13, Divorced, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, 1
[20-30),Work-class, 199698, 7, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, 0
[20-30),Work-class, 191954, 7, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[70-80),Work-class, 138714, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 399087, 14, 3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, Mexico, 0
[20-30),Work-class, 423158, 7, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 159841, 8, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, 0
[30-40),Work-class, 174308, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 50356, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 50, United-States, 0
[30-40),Work-class, 186110, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 200381, 10, 7, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[70-80),Work-class, 174309, 3, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 10, United-States, 0
[60-70),Work-class, 78383, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 187728, 7, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1887, 50, United-States, 1
[50-60),Work-class, 321171, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 127921, 8, 9, Never-married, Transport-moving, Not-in-family, White, Male, 2050, 0, 55, United-States, 0
[40-50),Work-class, 206565, 7, 10, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 224563, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 178686, 5, 11, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 98545, 11, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 242606, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 270942, 14, 3, Never-married, Other-service, Other-relative, White, Male, 0, 0, 48, Mexico, 0
[30-40),Work-class, 94235, 8, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 71195, 3, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, 0
[10-20),Work-class, 104112, 8, 9, Never-married, Sales, Unmarried, Black, Male, 0, 0, 30, Haiti, 0
[40-50),Work-class, 261192, 8, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 94936, 6, 12, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 296478, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, 1
[30-40),Work-class, 119272, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 7298, 0, 40, United-States, 1
[30-40),Work-class, 85043, 8, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 20, United-States, 0
[20-30),Work-class, 293364, 7, 10, Never-married, Protective-serv, Own-child, Black, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 241895, 4, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 42, United-States, 0
[50-60),Work-class, 101128, 6, 12, Married-spouse-absent, Other-service, Not-in-family, White, Male, 0, 0, 25, Iran, 0
[30-40),Work-class, 156464, 4, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 25, United-States, 0
[30-40),Work-class, 117963, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 192262, 8, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 111363, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 329752, 10, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, 0
[30-40),Work-class, 95432, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
[60-70),Work-class, 161400, 10, 7, Widowed, Other-service, Unmarried, Other, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 96129, 5, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 111949, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, 0
[20-30),Work-class, 117125, 12, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Portugal, 0
[30-40),Work-class, 348022, 11, 6, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 24, United-States, 0
[60-70),Work-class, 270092, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 180609, 4, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 174575, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 1564, 45, United-States, 1
[20-30),Work-class, 410439, 8, 9, Married-spouse-absent, Sales, Not-in-family, White, Male, 0, 0, 55, United-States, 0
[20-30),Work-class, 92262, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 183081, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 362589, 6, 12, Never-married, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, 0
[50-60),Work-class, 212448, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, 1
[30-40),Work-class, 481060, 8, 9, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 185885, 7, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 15, United-States, 0
[10-20),Work-class, 89821, 10, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, United-States, 0
[40-50),Work-class, 184018, 5, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 38, United-States, 1
[40-50),Work-class, 256649, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 160323, 8, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 350845, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, 0
[30-40),Work-class, 267404, 8, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 35633, 7, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 80914, 3, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 30, United-States, 0
[30-40),Work-class, 172927, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, 0
[50-60),Work-class, 174319, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 214955, 14, 3, Divorced, Craft-repair, Not-in-family, White, Female, 0, 2339, 45, United-States, 0
[20-30),Work-class, 344991, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 108699, 7, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 117312, 7, 10, Married-civ-spouse, Transport-moving, Wife, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 396099, 8, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, 0
[20-30),Work-class, 134152, 8, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 162028, 7, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 2415, 6, United-States, 1
[10-20),Work-class, 25429, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 16, United-States, 0
[10-20),Work-class, 232392, 8, 9, Never-married, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 220098, 8, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, 1
[20-30),Work-class, 301302, 4, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[40-50),Work-class, 277946, 6, 12, Separated, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 196164, 8, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, 0
[40-50),Work-class, 115562, 7, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 96975, 7, 10, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 86872, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, 1
[50-60),Work-class, 132178, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[20-30),Work-class, 416103, 7, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 108574, 7, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 288353, 4, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 227689, 5, 11, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 64, United-States, 0
[20-30),Work-class, 166481, 13, 4, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, 0, 2179, 40, Puerto-Rico, 0
[40-50),Work-class, 445382, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 65, United-States, 1
[20-30),Work-class, 110145, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 317253, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 25, United-States, 0
[30-40),Work-class, 364657, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
[40-50),Work-class, 42346, 7, 10, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 24, United-States, 0
[20-30),Work-class, 241951, 8, 9, Never-married, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 40, United-States, 0
